Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,,,8115,33.987945,-118.370442,3.0,0.0,63.0,26.74,0.0,24.2,1618.2,0.0,0.0,,3302.8199999999997,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,69.0,0.0,45087,36.878709,-119.7645,5.0,0.0,71.0,,0.0,24.85,1901.0,0.0,0.0,1575.49,3476.49,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,38.0,0.0,618,37.730269,-119.055813,,0.0,23.0,16.26,0.0,20.3,,0.0,0.0,373.98,844.58,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,,0.0,,38.875508,-121.765866,,0.0,67.0,0.0,,49.35,3321.35,0.0,0.0,0.0,3321.35,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
0,62.0,0.0,15638,37.866009,-122.286228,3.0,0.0,37.0,28.84,25.0,70.35,2552.9,0.0,0.0,1067.08,3619.98,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
1,61.0,,30580,38.517295,-121.439819,1.0,1.0,16.0,,26.0,100.0,,,0.0,605.28,2140.0299999999997,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,,,548,38.00474,,4.0,0.0,62.0,0.0,51.0,43.7,2618.3,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,,,16271,33.933565,-118.062611,1.0,1.0,,34.62,23.0,101.05,2391.8,0.0,0.0,830.8799999999999,3222.6800000000003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,62.0,0.0,23742,34.139402,-118.128658,,0.0,19.0,11.86,,24.7,465.85,1.65,0.0,,689.54,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
3,37.0,0.0,17554,34.084747,-117.886844,1.0,,1.0,11.35,9.0,48.55,48.55,0.0,0.0,11.35,59.9,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
5,,,27023,37.327069,-121.916819,1.0,1.0,53.0,21.67,6.0,60.05,3229.65,0.0,100.0,1148.51,4478.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
0,,,,,,3.0,0.0,30.0,9.27,0.0,19.4,578.5,,0.0,278.09999999999997,856.5999999999999,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0
0,73.0,0.0,,,,4.0,,69.0,19.39,,105.4,6998.95,0.0,0.0,1337.91,8336.86,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
2,40.0,0.0,6189,39.971228,-121.041166,1.0,0.0,16.0,,12.0,81.0,,0.0,0.0,206.72,1518.8700000000001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,59.0,0.0,23701,38.527297,-122.810044,4.0,,60.0,32.5,13.0,97.2,5611.75,,0.0,1950.0,7561.75,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,,0.0,117,35.405722,,5.0,0.0,,13.34,0.0,20.3,511.25,0.0,0.0,346.84,858.0899999999999,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,71.0,0.0,16346,36.757345,-119.818274,4.0,1.0,19.0,30.44,,,1286.05,0.0,0.0,578.36,1864.4099999999999,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,51.0,1.0,47344,,-118.038307,4.0,10.0,68.0,46.61,0.0,19.35,1292.65,0.0,0.0,3169.48,4462.13,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
1,32.0,0.0,30596,34.065875,-118.238728,,0.0,5.0,31.14,5.0,69.75,,0.0,0.0,155.7,480.3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,78.0,0.0,,37.980269,-122.342635,2.0,0.0,2.0,43.66,25.0,44.15,92.65,0.0,,87.32,179.97,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,57.0,0.0,10834,,-121.308401,1.0,0.0,17.0,21.82,23.0,,1617.5,0.0,0.0,370.94,1988.44,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,,,587,,-122.594879,5.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.0,0.0,13188,33.762351,-117.488725,4.0,0.0,4.0,,0.0,20.15,84.5,0.0,,130.16,214.66,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,57.0,0.0,5889,38.392559,-121.225093,3.0,2.0,72.0,0.0,15.0,,3580.95,,0.0,,3580.95,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
5,23.0,0.0,26099,34.005439,-118.477507,2.0,0.0,3.0,47.68,82.0,53.4,188.7,0.0,0.0,143.04,331.74,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,48.0,0.0,15177,35.490705,,1.0,1.0,1.0,35.71,3.0,80.0,80.0,,0.0,35.71,115.71000000000001,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1
0,30.0,0.0,34447,34.072121,-117.698319,5.0,1.0,71.0,8.21,0.0,24.25,1732.95,0.0,0.0,582.9100000000001,2315.86,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,,,28094,33.988572,-118.186565,,6.0,,11.72,20.0,90.55,6130.95,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,50.0,0.0,,,,5.0,,,11.96,0.0,19.8,19.8,0.0,0.0,11.96,31.76,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,44.0,0.0,38902,,-118.11662,5.0,0.0,10.0,32.1,0.0,25.7,251.6,,0.0,321.0,572.6,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,19.0,2.0,7071,37.959706,-121.287669,3.0,7.0,11.0,16.71,59.0,,723.35,0.0,0.0,183.81,907.1600000000001,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,,,4563,37.007882,,3.0,0.0,39.0,0.0,19.0,40.3,1630.4,0.0,,0.0,1630.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
0,21.0,0.0,56100,32.726627,-116.994608,3.0,0.0,23.0,41.94,30.0,99.95,2292.75,0.0,0.0,964.6199999999999,3257.37,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,77.0,0.0,1845,40.704293,,2.0,,12.0,6.97,19.0,80.45,950.2,0.0,0.0,83.64,1033.8400000000001,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,76.0,3.0,5094,37.873283,-121.292034,3.0,,65.0,1.58,,103.9,6767.1,0.0,,,6869.8,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
0,64.0,,4101,38.368744,-122.522642,,0.0,26.0,37.7,,,,21.25,0.0,980.2,1430.8000000000002,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,65.0,0.0,,,-118.308933,4.0,9.0,,30.6,2.0,69.5,1752.65,0.0,0.0,765.0,2517.65,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
0,29.0,0.0,,,,,0.0,13.0,44.43,41.0,100.75,1313.25,0.0,120.0,577.59,2010.8400000000001,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0,,4.0,,34.711224,-114.702256,3.0,5.0,40.0,49.22,0.0,26.2,,0.0,0.0,,3046.3,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
4,41.0,2.0,8321,,-118.383001,3.0,0.0,9.0,,29.0,94.4,857.25,0.0,0.0,244.89000000000001,,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1,36.0,0.0,36432,,-121.363411,,1.0,,2.92,21.0,74.4,896.75,0.0,,37.96,934.71,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
4,47.0,0.0,6189,39.971228,-121.041166,1.0,0.0,1.0,32.74,26.0,55.0,55.0,0.0,0.0,32.74,87.74000000000001,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
0,22.0,3.0,19391,37.100948,-120.270136,,5.0,32.0,35.05,,19.45,674.55,0.0,,1121.6,1796.1499999999999,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,70.0,0.0,28450,,-122.383941,1.0,1.0,3.0,32.31,27.0,94.6,279.55,0.0,0.0,96.93,376.48,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5,,,74232,32.886925,-117.152162,,,,5.63,26.0,74.75,799.65,0.0,0.0,56.3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,65.0,0.0,21397,34.099891,-118.414338,,0.0,14.0,37.62,10.0,95.6,1273.3,0.0,0.0,526.68,1799.98,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,49.0,0.0,1509,32.677097,-116.304991,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,3535,32.730583,-115.501083,3.0,,69.0,39.07,19.0,61.4,,0.0,0.0,,6755.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0
0,65.0,0.0,44692,33.22784,,3.0,0.0,9.0,24.96,9.0,75.5,637.4,0.0,0.0,224.64000000000001,862.04,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0
4,77.0,0.0,31963,33.993991,-118.39704,3.0,0.0,2.0,23.46,25.0,,158.4,0.0,0.0,,205.32,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2,44.0,0.0,60889,,-119.929894,,1.0,71.0,0.0,25.0,49.35,3515.25,0.0,100.0,0.0,3615.25,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0,,,43684,34.95934,-120.490081,3.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64.0,0.0,8812,39.493991,-122.286363,4.0,4.0,69.0,44.33,18.0,75.75,5388.15,0.0,0.0,3058.77,8446.92,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
2,25.0,0.0,38446,33.920907,-117.489426,,0.0,,22.3,51.0,84.65,84.65,0.0,40.0,,146.95000000000002,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,50.0,1.0,38427,33.752524,,4.0,1.0,15.0,8.44,21.0,69.5,1071.4,0.0,0.0,126.6,1198.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,,,1022,35.358953,-118.527064,,0.0,6.0,27.78,0.0,19.7,111.65,0.0,0.0,166.68,278.33000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,,,263,39.884395,-122.587513,,1.0,2.0,7.7,22.0,70.35,120.25,0.0,20.0,15.4,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,48.0,,481,,-120.392967,,8.0,60.0,19.22,4.0,102.5,6157.6,0.0,0.0,1153.1999999999998,7310.8,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,78.0,0.0,3756,,-122.091481,4.0,,,,,,,,,,,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,,,40.059385,-122.091481,,1.0,70.0,17.17,,115.65,,0.0,10.0,1201.9,9180.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0,47.0,2.0,30580,38.517295,,4.0,0.0,43.0,10.19,10.0,106.0,4532.3,0.0,,438.16999999999996,5100.47,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
0,39.0,0.0,38446,33.920907,-117.489426,4.0,0.0,62.0,36.84,13.0,115.05,,,0.0,2284.0800000000004,9417.53,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3,,,27778,33.936291,-118.332639,2.0,,14.0,28.65,27.0,,1178.4,0.0,0.0,401.09999999999997,1579.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,56.0,0.0,,,,3.0,1.0,13.0,,,65.85,902.25,,0.0,186.16,1088.41,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,45.0,2.0,13386,37.424342,,5.0,,57.0,41.56,0.0,,1061.6,0.0,0.0,2368.92,3430.52,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
0,44.0,,,36.303666,-119.825657,5.0,,11.0,38.48,19.0,90.6,1020.2,0.0,0.0,423.28,1443.48,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,74.0,0.0,,,,4.0,0.0,33.0,0.0,,54.6,1803.7,0.0,0.0,0.0,1803.7,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
0,,,32050,34.007353,-118.033683,3.0,,12.0,27.07,,69.85,837.5,0.0,0.0,324.84000000000003,1162.3400000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,36.0,0.0,49647,33.802664,-118.179971,3.0,0.0,1.0,7.76,0.0,19.9,19.9,0.0,0.0,7.76,27.659999999999997,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
0,,,47431,32.697098,-117.116587,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.0,0.0,25882,34.213049,-118.317651,4.0,0.0,1.0,,23.0,79.15,79.15,0.0,60.0,18.0,157.15,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,57.0,1.0,52895,33.194742,-117.29032,4.0,0.0,,44.88,0.0,19.7,216.2,0.0,,493.68,709.88,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,67.0,0.0,33122,37.786031,-122.437301,4.0,0.0,23.0,17.62,25.0,,1643.55,,80.0,,2128.81,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
2,,0.0,63999,34.004379,-117.447864,2.0,1.0,1.0,12.46,22.0,,69.55,0.0,0.0,12.46,82.00999999999999,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,,0.0,3337,37.801776,,3.0,0.0,12.0,16.59,0.0,20.05,267.0,0.0,0.0,,466.08,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0,37.0,0.0,35109,34.727529,-118.153098,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39.0,,132,41.280341,-120.150381,5.0,0.0,2.0,12.68,0.0,20.3,41.2,0.0,0.0,25.36,66.56,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,,,385,40.507272,-120.338228,5.0,0.0,,23.04,82.0,44.55,,0.0,0.0,23.04,67.59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,46.0,0.0,72,41.027281,-120.669427,4.0,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,0.0,4258,32.898613,-117.202937,3.0,0.0,9.0,12.91,21.0,,762.5,0.0,,116.19,878.69,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,,3.0,11509,34.035849,-118.503508,5.0,7.0,49.0,27.38,57.0,,4889.2,0.0,0.0,1341.62,6230.82,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
